t	Ns	Ni	Dead_pi_0.0062	InterpolatingFunction[{{1, 2}}, {5, 3, 0, {2}, {2}, 0, 0, 0, 0, Automatic, {}, {}, False}, {{1, 2}}, {{Take[Table[], 231]}, {Transpose[Take[Table[], 231]][[5]]}}, {Automatic}]	LogRS	Rt	DiscHealthCost	DiscTotalCost
502.	0.961774	0.000663953	76385.2	0.578049	0.0352086	0.99624	0.853792	6.40122
503.	0.96168	0.000663596	76578.1	0.578075	0.0352987	0.996232	0.851652	6.38677
504.	0.961586	0.000663239	76770.8	0.578101	0.0353889	0.996224	0.849515	6.37235
505.	0.961491	0.000662881	76963.4	0.578127	0.0354792	0.996216	0.847384	6.35796
506.	0.961397	0.000662522	77156.	0.578153	0.0355695	0.996209	0.845256	6.3436
507.	0.961303	0.000662163	77348.4	0.578179	0.03566	0.996201	0.843133	6.32927
508.	0.961208	0.000661804	77540.7	0.578206	0.0357505	0.996194	0.841015	6.31497
509.	0.961114	0.000661443	77732.9	0.578232	0.0358411	0.996186	0.838901	6.30071
510.	0.96102	0.000661083	77925.	0.578258	0.0359318	0.996179	0.836791	6.28647
511.	0.960926	0.000660722	78117.	0.578284	0.0360225	0.996172	0.834686	6.27227
512.	0.960832	0.00066036	78308.9	0.57831	0.0361134	0.996165	0.832585	6.25809
513.	0.960738	0.000659998	78500.7	0.578337	0.0362043	0.996158	0.830489	6.24395
514.	0.960644	0.000659636	78692.4	0.578363	0.0362953	0.996152	0.828397	6.22984
515.	0.96055	0.000659273	78884.	0.578389	0.0363863	0.996145	0.82631	6.21576
516.	0.960457	0.00065891	79075.5	0.578416	0.0364774	0.996138	0.824227	6.20171
517.	0.960363	0.000658546	79266.8	0.578442	0.0365686	0.996132	0.822149	6.18768
518.	0.960269	0.000658182	79458.1	0.578469	0.0366599	0.996126	0.820075	6.17369
519.	0.960176	0.000657817	79649.2	0.578495	0.0367512	0.99612	0.818006	6.15974
520.	0.960082	0.000657453	79840.3	0.578521	0.0368426	0.996114	0.815941	6.14581
521.	0.959988	0.000657087	80031.2	0.578548	0.0369341	0.996108	0.813881	6.13191
522.	0.959895	0.000656722	80222.1	0.578574	0.0370256	0.996102	0.811825	6.11804
523.	0.959802	0.000656356	80412.8	0.578601	0.0371172	0.996096	0.809774	6.1042
524.	0.959708	0.00065599	80603.4	0.578627	0.0372088	0.99609	0.807727	6.0904
525.	0.959615	0.000655623	80794.	0.578654	0.0373005	0.996085	0.805685	6.07662
526.	0.959522	0.000655256	80984.4	0.57868	0.0373923	0.99608	0.803647	6.06287
527.	0.959428	0.000654889	81174.7	0.578707	0.0374841	0.996074	0.801614	6.04916
528.	0.959335	0.000654522	81364.9	0.578734	0.037576	0.996069	0.799585	6.03547
529.	0.959242	0.000654154	81555.	0.57876	0.0376679	0.996064	0.797561	6.02181
530.	0.959149	0.000653786	81745.	0.578787	0.0377599	0.996059	0.795542	6.00819
531.	0.959056	0.000653418	81934.9	0.578813	0.0378519	0.996054	0.793527	5.99459
532.	0.958963	0.00065305	82124.6	0.57884	0.037944	0.996049	0.791517	5.98103
533.	0.95887	0.000652681	82314.3	0.578867	0.0380361	0.996044	0.789511	5.96749
534.	0.958777	0.000652312	82503.9	0.578893	0.0381282	0.99604	0.78751	5.95398
535.	0.958685	0.000651943	82693.3	0.57892	0.0382205	0.996035	0.785513	5.94051
536.	0.958592	0.000651573	82882.7	0.578947	0.0383127	0.996031	0.783521	5.92706
537.	0.958499	0.000651204	83071.9	0.578974	0.038405	0.996026	0.781533	5.91364
538.	0.958406	0.000650834	83261.	0.579	0.0384974	0.996022	0.77955	5.90026
539.	0.958314	0.000650464	83450.	0.579027	0.0385898	0.996018	0.777572	5.8869
540.	0.958221	0.000650094	83639.	0.579054	0.0386822	0.996014	0.775598	5.87357
541.	0.958129	0.000649724	83827.8	0.579081	0.0387747	0.99601	0.773628	5.86027
542.	0.958036	0.000649353	84016.5	0.579107	0.0388672	0.996006	0.771664	5.84701
543.	0.957944	0.000648983	84205.1	0.579134	0.0389597	0.996002	0.769703	5.83377
544.	0.957852	0.000648612	84393.5	0.579161	0.0390523	0.995998	0.767748	5.82056
545.	0.95776	0.000648241	84581.9	0.579188	0.0391449	0.995994	0.765797	5.80738
546.	0.957667	0.00064787	84770.2	0.579215	0.0392376	0.995991	0.76385	5.79423
547.	0.957575	0.000647499	84958.4	0.579241	0.0393303	0.995987	0.761908	5.78111
548.	0.957483	0.000647128	85146.4	0.579268	0.039423	0.995984	0.759971	5.76802
549.	0.957391	0.000646756	85334.4	0.579295	0.0395158	0.99598	0.758038	5.75495
550.	0.957299	0.000646385	85522.2	0.579322	0.0396085	0.995977	0.75611	5.74192
551.	0.957207	0.000646013	85709.9	0.579349	0.0397014	0.995974	0.754186	5.72891
552.	0.957115	0.000645642	85897.5	0.579376	0.0397942	0.995971	0.752267	5.71594
553.	0.957023	0.00064527	86085.1	0.579403	0.0398871	0.995968	0.750352	5.70299
554.	0.956932	0.000644898	86272.5	0.57943	0.03998	0.995965	0.748442	5.69008
555.	0.95684	0.000644527	86459.8	0.579457	0.0400729	0.995962	0.746536	5.67719
556.	0.956748	0.000644155	86647.	0.579483	0.0401658	0.995959	0.744635	5.66433
557.	0.956657	0.000643783	86834.	0.57951	0.0402588	0.995956	0.742739	5.6515
558.	0.956565	0.000643411	87021.	0.579537	0.0403518	0.995953	0.740847	5.6387
559.	0.956473	0.000643039	87207.9	0.579564	0.0404448	0.995951	0.738959	5.62592
560.	0.956382	0.000642667	87394.6	0.579591	0.0405379	0.995948	0.737077	5.61318
561.	0.956291	0.000642295	87581.3	0.579618	0.0406309	0.995946	0.735198	5.60046
562.	0.956199	0.000641923	87767.8	0.579645	0.040724	0.995943	0.733324	5.58778
563.	0.956108	0.000641551	87954.3	0.579672	0.0408171	0.995941	0.731455	5.57512
564.	0.956017	0.000641179	88140.6	0.579699	0.0409102	0.995939	0.72959	5.56249
565.	0.955925	0.000640807	88326.8	0.579726	0.0410034	0.995936	0.72773	5.54989
566.	0.955834	0.000640435	88512.9	0.579753	0.0410965	0.995934	0.725874	5.53731
567.	0.955743	0.000640063	88698.9	0.57978	0.0411897	0.995932	0.724023	5.52477
568.	0.955652	0.000639691	88884.8	0.579807	0.0412829	0.99593	0.722177	5.51225
569.	0.955561	0.000639319	89070.6	0.579834	0.0413761	0.995928	0.720334	5.49977
570.	0.95547	0.000638947	89256.3	0.579861	0.0414693	0.995926	0.718497	5.48731
571.	0.955379	0.000638575	89441.8	0.579888	0.0415625	0.995924	0.716663	5.47487
572.	0.955289	0.000638204	89627.3	0.579915	0.0416558	0.995922	0.714835	5.46247
573.	0.955198	0.000637832	89812.7	0.579942	0.041749	0.995921	0.71301	5.45009
574.	0.955107	0.00063746	89997.9	0.579969	0.0418423	0.995919	0.711191	5.43775
575.	0.955016	0.000637089	90183.	0.579996	0.0419355	0.995917	0.709375	5.42543
576.	0.954926	0.000636717	90368.1	0.580024	0.0420288	0.995916	0.707564	5.41314
577.	0.954835	0.000636345	90553.	0.580051	0.0421221	0.995914	0.705758	5.40087
578.	0.954745	0.000635974	90737.8	0.580078	0.0422154	0.995913	0.703956	5.38864
579.	0.954654	0.000635603	90922.5	0.580105	0.0423087	0.995911	0.702159	5.37643
580.	0.954564	0.000635232	91107.1	0.580132	0.042402	0.99591	0.700366	5.36425
581.	0.954474	0.00063486	91291.6	0.580159	0.0424954	0.995908	0.698577	5.35209
582.	0.954383	0.000634489	91476.	0.580186	0.0425887	0.995907	0.696793	5.33997
583.	0.954293	0.000634118	91660.2	0.580213	0.042682	0.995906	0.695013	5.32787
584.	0.954203	0.000633748	91844.4	0.58024	0.0427753	0.995905	0.693238	5.3158
585.	0.954113	0.000633377	92028.5	0.580267	0.0428687	0.995904	0.691467	5.30376
586.	0.954023	0.000633006	92212.4	0.580294	0.042962	0.995902	0.689701	5.29174
587.	0.953933	0.000632636	92396.3	0.580321	0.0430554	0.995901	0.687939	5.27975
588.	0.953843	0.000632265	92580.	0.580348	0.0431487	0.9959	0.686181	5.26779
589.	0.953753	0.000631895	92763.6	0.580375	0.0432421	0.9959	0.684428	5.25586
590.	0.953663	0.000631525	92947.2	0.580403	0.0433354	0.995899	0.682679	5.24395
591.	0.953573	0.000631155	93130.6	0.58043	0.0434288	0.995898	0.680935	5.23207
592.	0.953483	0.000630785	93313.9	0.580457	0.0435221	0.995897	0.679195	5.22022
593.	0.953393	0.000630416	93497.1	0.580484	0.0436154	0.995896	0.677459	5.20839
594.	0.953304	0.000630046	93680.2	0.580511	0.0437088	0.995896	0.675727	5.19659
595.	0.953214	0.000629677	93863.1	0.580538	0.0438021	0.995895	0.674001	5.18482
596.	0.953125	0.000629308	94046.	0.580565	0.0438955	0.995894	0.672278	5.17308
597.	0.953035	0.000628939	94228.8	0.580592	0.0439888	0.995894	0.67056	5.16136
598.	0.952946	0.00062857	94411.5	0.580619	0.0440821	0.995893	0.668846	5.14967
599.	0.952856	0.000628201	94594.	0.580646	0.0441755	0.995893	0.667136	5.138
600.	0.952767	0.000627833	94776.5	0.580673	0.0442688	0.995892	0.665431	5.12636
601.	0.952678	0.000627464	94958.8	0.580701	0.0443621	0.995892	0.66373	5.11475
602.	0.952588	0.000627096	95141.	0.580728	0.0444554	0.995891	0.662033	5.10317
603.	0.952499	0.000626728	95323.2	0.580755	0.0445487	0.995891	0.660341	5.09161
604.	0.95241	0.00062636	95505.2	0.580782	0.044642	0.995891	0.658653	5.08007
605.	0.952321	0.000625993	95687.1	0.580809	0.0447353	0.995891	0.656969	5.06857
606.	0.952232	0.000625625	95868.9	0.580836	0.0448286	0.99589	0.65529	5.05709
607.	0.952143	0.000625258	96050.6	0.580863	0.0449219	0.99589	0.653614	5.04564
608.	0.952054	0.000624891	96232.2	0.58089	0.0450152	0.99589	0.651943	5.03421
609.	0.951965	0.000624524	96413.7	0.580917	0.0451084	0.99589	0.650277	5.02281
610.	0.951876	0.000624158	96595.1	0.580944	0.0452017	0.99589	0.648614	5.01143
611.	0.951788	0.000623792	96776.3	0.580971	0.0452949	0.99589	0.646956	5.00008
612.	0.951699	0.000623425	96957.5	0.580999	0.0453881	0.99589	0.645302	4.98876
613.	0.95161	0.000623059	97138.6	0.581026	0.0454814	0.99589	0.643653	4.97746
614.	0.951522	0.000622694	97319.5	0.581053	0.0455746	0.99589	0.642007	4.96619
615.	0.951433	0.000622328	97500.4	0.58108	0.0456678	0.99589	0.640366	4.95495
616.	0.951344	0.000621963	97681.1	0.581107	0.0457609	0.99589	0.638729	4.94373
617.	0.951256	0.000621598	97861.7	0.581134	0.0458541	0.995891	0.637096	4.93253
618.	0.951168	0.000621233	98042.3	0.581161	0.0459473	0.995891	0.635467	4.92136
619.	0.951079	0.000620869	98222.7	0.581188	0.0460404	0.995891	0.633843	4.91022
620.	0.950991	0.000620504	98403.	0.581215	0.0461336	0.995891	0.632222	4.8991
621.	0.950903	0.00062014	98583.2	0.581242	0.0462267	0.995892	0.630606	4.88801
622.	0.950814	0.000619776	98763.3	0.581269	0.0463198	0.995892	0.628994	4.87695
623.	0.950726	0.000619413	98943.3	0.581296	0.0464129	0.995892	0.627387	4.86591
624.	0.950638	0.000619049	99123.2	0.581323	0.0465059	0.995893	0.625783	4.85489
625.	0.95055	0.000618686	99303.	0.58135	0.046599	0.995893	0.624183	4.8439
626.	0.950462	0.000618323	99482.7	0.581377	0.046692	0.995894	0.622588	4.83294
627.	0.950374	0.000617961	99662.3	0.581405	0.0467851	0.995894	0.620997	4.822
628.	0.950286	0.000617598	99841.8	0.581432	0.0468781	0.995895	0.619409	4.81108
629.	0.950198	0.000617236	100021.	0.581459	0.0469711	0.995895	0.617826	4.80019
630.	0.950111	0.000616874	100200.	0.581486	0.047064	0.995896	0.616247	4.78933
631.	0.950023	0.000616513	100380.	0.581513	0.047157	0.995896	0.614673	4.77849
632.	0.949935	0.000616152	100559.	0.58154	0.0472499	0.995897	0.613102	4.76767
633.	0.949848	0.000615791	100738.	0.581567	0.0473428	0.995898	0.611535	4.75688
634.	0.94976	0.00061543	100916.	0.581594	0.0474357	0.995898	0.609972	4.74612
635.	0.949673	0.000615069	101095.	0.581621	0.0475286	0.995899	0.608414	4.73538
636.	0.949585	0.000614709	101274.	0.581648	0.0476215	0.9959	0.606859	4.72466
637.	0.949498	0.000614349	101452.	0.581675	0.0477143	0.9959	0.605309	4.71397
638.	0.94941	0.00061399	101631.	0.581702	0.0478071	0.995901	0.603762	4.7033
639.	0.949323	0.00061363	101809.	0.581729	0.0478999	0.995902	0.60222	4.69266
640.	0.949236	0.000613271	101987.	0.581756	0.0479927	0.995903	0.600681	4.68205
641.	0.949148	0.000612912	102165.	0.581783	0.0480855	0.995904	0.599147	4.67145
642.	0.949061	0.000612554	102343.	0.58181	0.0481782	0.995905	0.597616	4.66088
643.	0.948974	0.000612196	102521.	0.581837	0.0482709	0.995906	0.59609	4.65034
644.	0.948887	0.000611838	102699.	0.581864	0.0483636	0.995907	0.594567	4.63982
645.	0.9488	0.00061148	102877.	0.581891	0.0484563	0.995907	0.593048	4.62932
646.	0.948713	0.000611123	103054.	0.581918	0.048549	0.995908	0.591534	4.61885
647.	0.948626	0.000610766	103232.	0.581944	0.0486416	0.995909	0.590023	4.6084
648.	0.948539	0.000610409	103409.	0.581971	0.0487342	0.99591	0.588517	4.59798
649.	0.948452	0.000610052	103587.	0.581998	0.0488268	0.995912	0.587014	4.58758
650.	0.948366	0.000609696	103764.	0.582025	0.0489193	0.995913	0.585515	4.57721
651.	0.948279	0.00060934	103941.	0.582052	0.0490119	0.995914	0.58402	4.56685
652.	0.948192	0.000608985	104118.	0.582079	0.0491044	0.995915	0.582529	4.55653
653.	0.948106	0.00060863	104295.	0.582106	0.0491969	0.995916	0.581042	4.54622
654.	0.948019	0.000608275	104471.	0.582133	0.0492893	0.995917	0.579559	4.53594
655.	0.947933	0.00060792	104648.	0.58216	0.0493818	0.995918	0.578079	4.52569
656.	0.947846	0.000607566	104825.	0.582187	0.0494742	0.995919	0.576604	4.51545
657.	0.94776	0.000607212	105001.	0.582214	0.0495666	0.995921	0.575132	4.50524
658.	0.947673	0.000606858	105177.	0.582241	0.0496589	0.995922	0.573664	4.49506
659.	0.947587	0.000606505	105354.	0.582267	0.0497513	0.995923	0.572201	4.4849
660.	0.947501	0.000606151	105530.	0.582294	0.0498436	0.995924	0.570741	4.47476
661.	0.947415	0.000605799	105706.	0.582321	0.0499359	0.995926	0.569284	4.46464
662.	0.947328	0.000605446	105882.	0.582348	0.0500281	0.995927	0.567832	4.45455
663.	0.947242	0.000605094	106058.	0.582375	0.0501203	0.995928	0.566383	4.44448
664.	0.947156	0.000604742	106233.	0.582402	0.0502125	0.99593	0.564938	4.43443
665.	0.94707	0.000604391	106409.	0.582429	0.0503047	0.995931	0.563497	4.42441
666.	0.946984	0.00060404	106585.	0.582455	0.0503969	0.995932	0.56206	4.41441
667.	0.946898	0.000603689	106760.	0.582482	0.050489	0.995934	0.560627	4.40443
668.	0.946812	0.000603338	106935.	0.582509	0.0505811	0.995935	0.559197	4.39448
669.	0.946727	0.000602988	107111.	0.582536	0.0506732	0.995937	0.557771	4.38455
670.	0.946641	0.000602638	107286.	0.582563	0.0507652	0.995938	0.556349	4.37464
671.	0.946555	0.000602289	107461.	0.58259	0.0508572	0.995939	0.554931	4.36476
672.	0.946469	0.000601939	107636.	0.582616	0.0509492	0.995941	0.553516	4.3549
673.	0.946384	0.000601591	107810.	0.582643	0.0510411	0.995942	0.552105	4.34506
674.	0.946298	0.000601242	107985.	0.58267	0.0511331	0.995944	0.550698	4.33524
675.	0.946213	0.000600894	108160.	0.582697	0.051225	0.995945	0.549294	4.32545
676.	0.946127	0.000600546	108334.	0.582723	0.0513168	0.995947	0.547894	4.31568
677.	0.946042	0.000600198	108509.	0.58275	0.0514087	0.995948	0.546498	4.30593
678.	0.945957	0.000599851	108683.	0.582777	0.0515005	0.99595	0.545106	4.2962
679.	0.945871	0.000599504	108857.	0.582804	0.0515923	0.995952	0.543717	4.2865
680.	0.945786	0.000599158	109031.	0.58283	0.051684	0.995953	0.542332	4.27682
681.	0.945701	0.000598811	109205.	0.582857	0.0517757	0.995955	0.54095	4.26716
682.	0.945616	0.000598466	109379.	0.582884	0.0518674	0.995956	0.539572	4.25752
683.	0.94553	0.00059812	109553.	0.582911	0.0519591	0.995958	0.538198	4.24791
684.	0.945445	0.000597775	109727.	0.582937	0.0520507	0.99596	0.536827	4.23831
685.	0.94536	0.00059743	109900.	0.582964	0.0521423	0.995961	0.53546	4.22874
686.	0.945275	0.000597085	110074.	0.582991	0.0522339	0.995963	0.534097	4.2192
687.	0.94519	0.000596741	110247.	0.583017	0.0523254	0.995965	0.532737	4.20967
688.	0.945105	0.000596397	110421.	0.583044	0.0524169	0.995966	0.531381	4.20017
689.	0.945021	0.000596054	110594.	0.583071	0.0525084	0.995968	0.530028	4.19068
690.	0.944936	0.000595711	110767.	0.583097	0.0525998	0.99597	0.528679	4.18122
691.	0.944851	0.000595368	110940.	0.583124	0.0526912	0.995971	0.527334	4.17178
692.	0.944766	0.000595026	111113.	0.583151	0.0527826	0.995973	0.525992	4.16237
693.	0.944682	0.000594683	111286.	0.583177	0.052874	0.995975	0.524654	4.15297
694.	0.944597	0.000594342	111458.	0.583204	0.0529653	0.995977	0.523319	4.1436
695.	0.944513	0.000594	111631.	0.583231	0.0530566	0.995979	0.521987	4.13425
696.	0.944428	0.000593659	111804.	0.583257	0.0531478	0.99598	0.52066	4.12492
697.	0.944344	0.000593318	111976.	0.583284	0.053239	0.995982	0.519335	4.11561
698.	0.944259	0.000592978	112148.	0.58331	0.0533302	0.995984	0.518015	4.10632
699.	0.944175	0.000592638	112320.	0.583337	0.0534214	0.995986	0.516697	4.09706
700.	0.944091	0.000592298	112493.	0.583363	0.0535125	0.995988	0.515383	4.08781
701.	0.944006	0.000591959	112665.	0.58339	0.0536036	0.995989	0.514073	4.07859
702.	0.943922	0.00059162	112837.	0.583417	0.0536946	0.995991	0.512766	4.06939
703.	0.943838	0.000591281	113008.	0.583443	0.0537857	0.995993	0.511463	4.06021
704.	0.943754	0.000590943	113180.	0.58347	0.0538766	0.995995	0.510163	4.05105
705.	0.94367	0.000590605	113352.	0.583496	0.0539676	0.995997	0.508866	4.04191
706.	0.943586	0.000590268	113523.	0.583523	0.0540585	0.995999	0.507573	4.0328
707.	0.943502	0.00058993	113695.	0.583549	0.0541494	0.996001	0.506284	4.0237
708.	0.943418	0.000589593	113866.	0.583576	0.0542403	0.996003	0.504997	4.01463
709.	0.943334	0.000589257	114037.	0.583602	0.0543311	0.996004	0.503715	4.00557
710.	0.94325	0.000588921	114208.	0.583629	0.0544219	0.996006	0.502435	3.99654
711.	0.943167	0.000588585	114379.	0.583655	0.0545126	0.996008	0.501159	3.98753
712.	0.943083	0.00058825	114550.	0.583682	0.0546033	0.99601	0.499886	3.97854
713.	0.942999	0.000587914	114721.	0.583708	0.054694	0.996012	0.498617	3.96957
714.	0.942916	0.00058758	114892.	0.583735	0.0547847	0.996014	0.497351	3.96062
715.	0.942832	0.000587245	115063.	0.583761	0.0548753	0.996016	0.496088	3.95169
716.	0.942748	0.000586911	115233.	0.583788	0.0549659	0.996018	0.494829	3.94278
717.	0.942665	0.000586578	115404.	0.583814	0.0550564	0.99602	0.493573	3.93389
718.	0.942582	0.000586244	115574.	0.58384	0.0551469	0.996022	0.492321	3.92502
719.	0.942498	0.000585911	115744.	0.583867	0.0552374	0.996024	0.491071	3.91618
720.	0.942415	0.000585579	115914.	0.583893	0.0553279	0.996026	0.489825	3.90735
721.	0.942331	0.000585246	116085.	0.58392	0.0554183	0.996028	0.488583	3.89854
722.	0.942248	0.000584914	116254.	0.583946	0.0555086	0.99603	0.487343	3.88976
723.	0.942165	0.000584583	116424.	0.583972	0.055599	0.996032	0.486107	3.88099
724.	0.942082	0.000584252	116594.	0.583999	0.0556893	0.996034	0.484875	3.87225
725.	0.941999	0.000583921	116764.	0.584025	0.0557796	0.996036	0.483645	3.86352
726.	0.941916	0.00058359	116933.	0.584051	0.0558698	0.996038	0.482419	3.85482
727.	0.941833	0.00058326	117103.	0.584078	0.05596	0.99604	0.481196	3.84613
728.	0.94175	0.00058293	117272.	0.584104	0.0560501	0.996042	0.479976	3.83747
729.	0.941667	0.000582601	117442.	0.58413	0.0561403	0.996044	0.478759	3.82882
730.	0.941584	0.000582272	117611.	0.584157	0.0562304	0.996046	0.477546	3.8202
731.	0.941501	0.000581943	117780.	0.584183	0.0563204	0.996048	0.476336	3.81159
732.	0.941418	0.000581615	117949.	0.584209	0.0564104	0.996051	0.475129	3.80301
733.	0.941336	0.000581287	118118.	0.584236	0.0565004	0.996053	0.473925	3.79444
734.	0.941253	0.000580959	118287.	0.584262	0.0565904	0.996055	0.472725	3.7859
735.	0.94117	0.000580632	118455.	0.584288	0.0566803	0.996057	0.471527	3.77737
736.	0.941088	0.000580305	118624.	0.584314	0.0567702	0.996059	0.470333	3.76887
737.	0.941005	0.000579979	118793.	0.584341	0.05686	0.996061	0.469142	3.76038
738.	0.940923	0.000579653	118961.	0.584367	0.0569498	0.996063	0.467954	3.75191
739.	0.94084	0.000579327	119129.	0.584393	0.0570396	0.996065	0.46677	3.74347
